id,Title,Content
6792,"UBC Botanical Garden: Propagation for Professionals Workshop","Do you want to know the scientific foundations of seed and vegetative propagation methods? There are numerous techniques for multiplying plants. This class is designed for nursery and landscape professionals and students in the trade.

The goal of the workshop is to present best practices and practical skills for propagating plants. The right propagation skills can not only benefit your company by saving on purchases of plants but provide insight into how plants grow and why they succeed or fail in the landscape. This class will help to sort out techniques, tools, and equipment required for starting or multiplying plants.

<strong>Horticulture Training Professional Workshop Series:
</strong><a href=""https://botanicalgarden.ubc.ca/news-events/events-activities/plant-id-for-professionals/"">Plant ID for Professionals Workshop (March 20)</a>
<a href=""https://botanicalgarden.ubc.ca/news-events/events-activities/pruning-for-professionals/"">Pruning for Professionals Workshop (March 16)</a>"
6796,"UBC Botanical Garden: Horticulture Training Program Info Session","Do you love plants? Are you interested in a career in horticulture? Are you currently a horticulture professional and want to take the next step in your career? If you answered yes to any of these questions, then check out UBC Botanical Garden’s <a href=""https://botanicalgarden.ubc.ca/learn/educational-programs/horticulture-training-program/"">Horticulture Training Program</a>. The instructors will provide a short presentation and you will have an opportunity to ask questions. The application deadline for the September 2018 intake is May 1 so do not miss this opportunity to learn about this exciting program.

An info session will also be held on <a href=""https://botanicalgarden.ubc.ca/news-events/events-activities/horticulture-training-program-info-session-2/"">April 11th</a>."
6799,"UBC Botanical Garden: Horticulture Training Program Info Session","Do you love plants? Are you interested in a career in horticulture? Are you currently a horticulture professional and want to take the next step in your career? If you answered yes to any of these questions, then check out UBC Botanical Garden’s <a href=""https://botanicalgarden.ubc.ca/learn/educational-programs/horticulture-training-program/"">Horticulture Training Program</a>. The instructors will provide a short presentation and you will have an opportunity to ask questions. The application deadline for the September 2018 intake is May 1 so do not miss this opportunity to learn about this exciting program."
6807,"Nitobe Memorial Garden Spring Tour","Come outside to enjoy the fresh spring air and discover the beauty of Nitobe Memorial Garden. One of our excellent Garden Guides will lead you on a 45-minute walk through our traditional Japanese stroll garden as you learn about Japanese culture, garden design, and mindfulness. Please note that the tour runs from 12:30 pm to 1:15 pm.

This tour is also available on <a href=""https://botanicalgarden.ubc.ca/news-events/events-activities/nitobe-memorial-garden-spring-tour-3/"">March 26th</a> and <a href=""https://botanicalgarden.ubc.ca/news-events/events-activities/nitobe-memorial-garden-spring-tour-4/"">March 28th</a>."
6809,"Nitobe Memorial Garden Spring Tour","Come outside to enjoy the fresh spring air and discover the beauty of Nitobe Memorial Garden. One of our excellent Garden Guides will lead you on a 45-minute walk through our traditional Japanese stroll garden as you learn about Japanese culture, garden design, and mindfulness. Please note that the tour runs from 1:30 pm – 2:15 pm.

This tour is also available on <a href=""https://botanicalgarden.ubc.ca/news-events/events-activities/nitobe-memorial-garden-spring-tour-4/"">March 28th</a>."
6812,"Nitobe Memorial Garden Spring Tour","Come outside to enjoy the fresh spring air and discover the beauty of Nitobe Memorial Garden. One of our excellent Garden Guides will lead you on a 45-minute walk through our traditional Japanese stroll garden as you learn about Japanese culture, garden design, and mindfulness. Please note that the tour runs from 1:00 pm to 1:45 pm."
6817,"Trees, Please! UBC Botanical Garden Spring Tour","Bring your family outside to enjoy some fresh air and discover the beauty of UBC Botanical Garden. Enjoy a guided walk with one of our excellent Garden Guides through our Asian Garden and BC Rainforest Garden. Guests will learn about our amazing collection of plants, biodiversity and the forest biome, and the incredible native trees and plants which make up our beautiful forests.

&nbsp;"
6825,"Pollinators, Please! UBC Botanical Garden Spring Tour","Bring your family outside to enjoy some fresh air and discover the biodiversity of UBC Botanical Garden. Enjoy a guided walk through the Garden with one of our excellent Garden Guides and explore biodiversity, pollinators, and plants. Guests will learn about birds, bees, the importance of pollinators, how to support them, the plants that attract them and enjoy a honey tasting.

This tour is also available on <a href=""https://botanicalgarden.ubc.ca/news-events/events-activities/pollinators-please-spring-garden-tour/"">March 26th</a>."
6828,"Pollinators, Please! UBC Botanical Garden Spring Tour","Bring your family outside to enjoy some fresh air and discover the biodiversity of UBC Botanical Garden. Enjoy a guided walk through the Garden with one of our excellent Garden Guides and explore biodiversity, pollinators, and plants. Guests will learn about birds, bees, the importance of pollinators, how to support them, the plants that attract them and enjoy a honey tasting."
6830,"UBC Botanical Garden: Magnolia Blooms Tour with Douglas Justice","UBC Botanical Garden is a magical place in early spring, in large part because of its extensive conservation collection of flowering Magnolias. The largest of Magnolia flowers are found on the Asian deciduous species, their selections, and hybrids. Magnolias in this group produce flowers on naked stems in very early spring, before leaf emergence. This group is particularly well represented in the David C. Lam Asian Garden and plants in bloom—many of which are large trees, 10m tall or more—typically elicit much picture-taking and gasps of pleasure by garden visitors.

Join Douglas Justice (Associate Director, Horticulture and Collections) for a special one-hour tour of the magnificent magnolia trees planted throughout the Garden."
6849,"Movie Night - Ralph Breaks the Internet","Bring the whole family to the Old Barn on the first Saturday of every month for Family Movie Night! $2 admission. Popcorn, snacks, and drinks are available for sale, cash only. Chairs will be provided but feel free to bring your blankets and pillows. Parents must accompany their children. Doors open at 6:00 p.m., movie starts at 6:30 p.m.

This month we are watching <strong>Ralph Breaks the Internet</strong>!"
6854,"Movie Night - Mary Poppins (1964)","Bring the whole family to the Old Barn on the first Saturday of every month for Family Movie Night! $2 admission. Popcorn, snacks, and drinks are available for sale, cash only. Chairs will be provided but feel free to bring your blankets and pillows. Parents must accompany their children. Doors open at 6:00 p.m., movie starts at 6:30 p.m.

This month we are watching <strong>Mary Poppins (1964)</strong>! Let’s go back in time to experience this timeless classic! Parents can reminisce their childhoods while introducing their children to everyone’s favourite Nanny. Then join us next month as we watch Mary Poppins Returns, a sequel to the original film."
6856,"Movie Night - Mary Poppins Returns","Bring the whole family to the Old Barn on the first Saturday of every month for Family Movie Night! $2 admission. Popcorn, snacks, and drinks are available for sale, cash only. Chairs will be provided but feel free to bring your blankets and pillows. Parents must accompany their children. Doors open at 6:00 p.m., movie starts at 6:30 p.m.

This month we are watching <strong>Mary Poppins Returns</strong>! “Decades after her original visit, the magical nanny returns to help the Banks siblings and Michael's children through a difficult time in their lives.” Don’t forget to watch the prequel, Mary Poppins (1964), with us on May 4, 2019!"
6864,"Newcomers' Orientation","Get to know the UNA.

The University Neighbourhoods Association (UNA) is a nonprofit society created to provide municipal-like services to residents living on UBC Campus. In this information session you will learn about the UNA's history, governance, development, and services. The program staff will also introduce the programs and activities that are offered at Wesbrook and The Old Barn Community Centres."
